"COU","Country","GOV","Government","TAX","Tax","VAR","Variable","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2001","2001","ARS","Argentine Peso","6","Millions",,,769.37,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2002","2002","ARS","Argentine Peso","6","Millions",,,655.746,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2003","2003","ARS","Argentine Peso","6","Millions",,,870.421,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2004","2004","ARS","Argentine Peso","6","Millions",,,1031.448,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2005","2005","ARS","Argentine Peso","6","Millions",,,1289.358,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2006","2006","ARS","Argentine Peso","6","Millions",,,1575.974,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2007","2007","ARS","Argentine Peso","6","Millions",,,1921.055,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2008","2008","ARS","Argentine Peso","6","Millions",,,2508.109,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2009","2009","ARS","Argentine Peso","6","Millions",,,3227.586,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2010","2010","ARS","Argentine Peso","6","Millions",,,3598.207,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2011","2011","ARS","Argentine Peso","6","Millions",,,4927.539,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2012","2012","ARS","Argentine Peso","6","Millions",,,6409.101,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2013","2013","ARS","Argentine Peso","6","Millions",,,9059.04,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2014","2014","ARS","Argentine Peso","6","Millions",,,12009.642,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2015","2015","ARS","Argentine Peso","6","Millions",,,17034.898,,
"ARG","Argentina","NES","Total","5200","5200 Taxes on use of goods and perform activities","TAXNAT","Tax revenue in national currency","2016","2016","ARS","Argentine Peso","6","Millions",,,23041.606,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1990","1990","BOB","Boliviano","6","Millions",,,708.4,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1991","1991","BOB","Boliviano","6","Millions",,,962.2,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1992","1992","BOB","Boliviano","6","Millions",,,1453.6,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1993","1993","BOB","Boliviano","6","Millions",,,1769,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1994","1994","BOB","Boliviano","6","Millions",,,2261.5,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1995","1995","BOB","Boliviano","6","Millions",,,2710.8,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1996","1996","BOB","Boliviano","6","Millions",,,3100.3,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1997","1997","BOB","Boliviano","6","Millions",,,3514.2,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1998","1998","BOB","Boliviano","6","Millions",,,4041.3,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","1999","1999","BOB","Boliviano","6","Millions",,,3855.5,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2000","2000","BOB","Boliviano","6","Millions",,,3891.7,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2001","2001","BOB","Boliviano","6","Millions",,,4129,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2002","2002","BOB","Boliviano","6","Millions",,,4537.2,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2003","2003","BOB","Boliviano","6","Millions",,,4997.6,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2004","2004","BOB","Boliviano","6","Millions",,,5873.2,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2005","2005","BOB","Boliviano","6","Millions",,,6768.4,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2006","2006","BOB","Boliviano","6","Millions",,,7887.9,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2007","2007","BOB","Boliviano","6","Millions",,,9392.6,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2008","2008","BOB","Boliviano","6","Millions",,,11562.1,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2009","2009","BOB","Boliviano","6","Millions",,,10865.1,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2010","2010","BOB","Boliviano","6","Millions",,,12433.6,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2011","2011","BOB","Boliviano","6","Millions",,,16864.4,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2012","2012","BOB","Boliviano","6","Millions",,,19508.1,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2013","2013","BOB","Boliviano","6","Millions",,,22619.8,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2014","2014","BOB","Boliviano","6","Millions",,,24661.3,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2015","2015","BOB","Boliviano","6","Millions",,,25219.7,,
"BOL","Bolivia","NES","Total","5110","5110 General taxes","TAXNAT","Tax revenue in national currency","2016","2016","BOB","Boliviano","6","Millions",,,24288.1,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1990","1990","BOB","Boliviano","6","Millions",,,117.6,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1991","1991","BOB","Boliviano","6","Millions",,,160.6,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1992","1992","BOB","Boliviano","6","Millions",,,200.4,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1993","1993","BOB","Boliviano","6","Millions",,,233.4,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1994","1994","BOB","Boliviano","6","Millions",,,273.8,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1995","1995","BOB","Boliviano","6","Millions",,,379.7,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1996","1996","BOB","Boliviano","6","Millions",,,453.8,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1997","1997","BOB","Boliviano","6","Millions",,,552.8,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1998","1998","BOB","Boliviano","6","Millions",,,915.6,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","1999","1999","BOB","Boliviano","6","Millions",,,714.5,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2000","2000","BOB","Boliviano","6","Millions",,,2047.2,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2001","2001","BOB","Boliviano","6","Millions",,,1643.5,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2002","2002","BOB","Boliviano","6","Millions",,,1722.1,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2003","2003","BOB","Boliviano","6","Millions",,,1544.2,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2004","2004","BOB","Boliviano","6","Millions",,,1704.8,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2005","2005","BOB","Boliviano","6","Millions",,,2604.2,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2006","2006","BOB","Boliviano","6","Millions",,,2919.3,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2007","2007","BOB","Boliviano","6","Millions",,,3546.4,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2008","2008","BOB","Boliviano","6","Millions",,,3962.1,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2009","2009","BOB","Boliviano","6","Millions",,,3532.9,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2010","2010","BOB","Boliviano","6","Millions",,,3658,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2011","2011","BOB","Boliviano","6","Millions",,,4392.5,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2012","2012","BOB","Boliviano","6","Millions",,,4474.7,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2013","2013","BOB","Boliviano","6","Millions",,,5011.7,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2014","2014","BOB","Boliviano","6","Millions",,,5662.8,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2015","2015","BOB","Boliviano","6","Millions",,,5852.8,,
"BOL","Bolivia","NES","Total","5121","5121 Excises","TAXNAT","Tax revenue in national currency","2016","2016","BOB","Boliviano","6","Millions",,,6039.9,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1990","1990","BOB","Boliviano","6","Millions",,,204,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1991","1991","BOB","Boliviano","6","Millions",,,229.3,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1992","1992","BOB","Boliviano","6","Millions",,,313.5,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1993","1993","BOB","Boliviano","6","Millions",,,325.6,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1994","1994","BOB","Boliviano","6","Millions",,,396.4,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1995","1995","BOB","Boliviano","6","Millions",,,450.3,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1996","1996","BOB","Boliviano","6","Millions",,,476.9,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1997","1997","BOB","Boliviano","6","Millions",,,614.9,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1998","1998","BOB","Boliviano","6","Millions",,,731.2,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","1999","1999","BOB","Boliviano","6","Millions",,,638.6,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2000","2000","BOB","Boliviano","6","Millions",,,639.9,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2001","2001","BOB","Boliviano","6","Millions",,,572.6,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2002","2002","BOB","Boliviano","6","Millions",,,602.7,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2003","2003","BOB","Boliviano","6","Millions",,,566.2,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2004","2004","BOB","Boliviano","6","Millions",,,672,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2005","2005","BOB","Boliviano","6","Millions",,,802.9,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2006","2006","BOB","Boliviano","6","Millions",,,920.7,,
"BOL","Bolivia","NES","Total","5123","5123 Customs and import duties","TAXNAT","Tax revenue in national currency","2007","2007","BOB","Boliviano","6","Millions",,,1113.7,,
